operationId,method,path,kind,detail,computable,abox_fact
deleteTenantClusterVariable,DELETE,/cluster-variables/tenants/{tenantId}/{name},prerequisite-resource,2 path param(s) imply a referenced resource,no,creation chain per identifier semantic-type
deleteTenantClusterVariable,DELETE,/cluster-variables/tenants/{tenantId}/{name},documented-500,response code 500 documented in spec,yes,
evaluateConditionals,POST,/conditionals/evaluation,happy-path,documented success response,yes,
evaluateConditionals,POST,/conditionals/evaluation,401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
evaluateConditionals,POST,/conditionals/evaluation,bad-request:missing-required,field=variables,yes,
evaluateConditionals,POST,/conditionals/evaluation,bad-request:type-mismatch,"field=variables, type=object",yes,
evaluateConditionals,POST,/conditionals/evaluation,409-conflict,create-or-replace with same identifier,no,duplicatePolicy per endpoint (idempotent | conflict | replace)
evaluateConditionals,POST,/conditionals/evaluation,403-forbidden,403 documented in spec,no,RBAC: permissions required per endpoint
evaluateConditionals,POST,/conditionals/evaluation,documented-500,response code 500 documented in spec,yes,
evaluateConditionals,POST,/conditionals/evaluation,documented-503,response code 503 documented in spec,yes,
searchCorrelatedMessageSubscriptions,POST,/correlated-message-subscriptions/search,happy-path,documented success response,yes,
searchCorrelatedMessageSubscriptions,POST,/correlated-message-subscriptions/search,401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
searchCorrelatedMessageSubscriptions,POST,/correlated-message-subscriptions/search,bad-request:additional-property,closed schema,yes,
searchCorrelatedMessageSubscriptions,POST,/correlated-message-subscriptions/search,bad-request:type-mismatch,"field=sort, type=array",yes,
searchCorrelatedMessageSubscriptions,POST,/correlated-message-subscriptions/search,pagination-sort:request-shape,sort array in body,yes,
searchCorrelatedMessageSubscriptions,POST,/correlated-message-subscriptions/search,pagination-sort:behaviour-assertion,"asserting result correctness, not just status",no,filter-field-semantics + sort-field-allowlist per entity
searchCorrelatedMessageSubscriptions,POST,/correlated-message-subscriptions/search,filter:request-shape,filter object in body,yes,
searchCorrelatedMessageSubscriptions,POST,/correlated-message-subscriptions/search,filter:behaviour-assertion,"asserting result correctness, not just status",no,filter-field-semantics + sort-field-allowlist per entity
searchCorrelatedMessageSubscriptions,POST,/correlated-message-subscriptions/search,403-forbidden,403 documented in spec,no,RBAC: permissions required per endpoint
searchCorrelatedMessageSubscriptions,POST,/correlated-message-subscriptions/search,eventual-consistency,search may lag behind writes,no,consistency window per entity (or eventually-consistent flag)
searchCorrelatedMessageSubscriptions,POST,/correlated-message-subscriptions/search,scale-large-n,"behaviour at 10K+ entities; pagination limits, timeout, ordering stability",no,scale thresholds + expected response time per entity
searchCorrelatedMessageSubscriptions,POST,/correlated-message-subscriptions/search,documented-500,response code 500 documented in spec,yes,
evaluateDecision,POST,/decision-definitions/evaluation,happy-path,documented success response,yes,
evaluateDecision,POST,/decision-definitions/evaluation,401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
evaluateDecision,POST,/decision-definitions/evaluation,bad-request:oneof-violation,oneOf branches=2,yes,
evaluateDecision,POST,/decision-definitions/evaluation,409-conflict,create-or-replace with same identifier,no,duplicatePolicy per endpoint (idempotent | conflict | replace)
evaluateDecision,POST,/decision-definitions/evaluation,403-forbidden,403 not documented; emitter needs to know if RBAC applies,no,RBAC: permissions required per endpoint
evaluateDecision,POST,/decision-definitions/evaluation,documented-500,response code 500 documented in spec,yes,
evaluateDecision,POST,/decision-definitions/evaluation,documented-503,response code 503 documented in spec,yes,
searchDecisionDefinitions,POST,/decision-definitions/search,happy-path,documented success response,yes,
searchDecisionDefinitions,POST,/decision-definitions/search,401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
searchDecisionDefinitions,POST,/decision-definitions/search,bad-request:additional-property,closed schema,yes,
searchDecisionDefinitions,POST,/decision-definitions/search,bad-request:type-mismatch,"field=sort, type=array",yes,
searchDecisionDefinitions,POST,/decision-definitions/search,pagination-sort:request-shape,sort array in body,yes,
searchDecisionDefinitions,POST,/decision-definitions/search,pagination-sort:behaviour-assertion,"asserting result correctness, not just status",no,filter-field-semantics + sort-field-allowlist per entity
searchDecisionDefinitions,POST,/decision-definitions/search,filter:request-shape,filter object in body,yes,
searchDecisionDefinitions,POST,/decision-definitions/search,filter:behaviour-assertion,"asserting result correctness, not just status",no,filter-field-semantics + sort-field-allowlist per entity
searchDecisionDefinitions,POST,/decision-definitions/search,403-forbidden,403 documented in spec,no,RBAC: permissions required per endpoint
searchDecisionDefinitions,POST,/decision-definitions/search,eventual-consistency,search may lag behind writes,no,consistency window per entity (or eventually-consistent flag)
searchDecisionDefinitions,POST,/decision-definitions/search,scale-large-n,"behaviour at 10K+ entities; pagination limits, timeout, ordering stability",no,scale thresholds + expected response time per entity
searchDecisionDefinitions,POST,/decision-definitions/search,documented-500,response code 500 documented in spec,yes,
getDecisionDefinition,GET,/decision-definitions/{decisionDefinitionKey},happy-path,documented success response,yes,
getDecisionDefinition,GET,/decision-definitions/{decisionDefinitionKey},401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
getDecisionDefinition,GET,/decision-definitions/{decisionDefinitionKey},404-not-found,"path param=decisionDefinitionKey, type=string, format=DecisionDefinitionKey",yes,
getDecisionDefinition,GET,/decision-definitions/{decisionDefinitionKey},403-forbidden,403 documented in spec,no,RBAC: permissions required per endpoint
getDecisionDefinition,GET,/decision-definitions/{decisionDefinitionKey},prerequisite-resource,1 path param(s) imply a referenced resource,no,creation chain per identifier semantic-type
getDecisionDefinition,GET,/decision-definitions/{decisionDefinitionKey},documented-500,response code 500 documented in spec,yes,
getDecisionDefinitionXML,GET,/decision-definitions/{decisionDefinitionKey}/xml,happy-path,documented success response,yes,
getDecisionDefinitionXML,GET,/decision-definitions/{decisionDefinitionKey}/xml,401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
getDecisionDefinitionXML,GET,/decision-definitions/{decisionDefinitionKey}/xml,404-not-found,"path param=decisionDefinitionKey, type=string, format=DecisionDefinitionKey",yes,
getDecisionDefinitionXML,GET,/decision-definitions/{decisionDefinitionKey}/xml,403-forbidden,403 documented in spec,no,RBAC: permissions required per endpoint
getDecisionDefinitionXML,GET,/decision-definitions/{decisionDefinitionKey}/xml,prerequisite-resource,1 path param(s) imply a referenced resource,no,creation chain per identifier semantic-type
getDecisionDefinitionXML,GET,/decision-definitions/{decisionDefinitionKey}/xml,documented-500,response code 500 documented in spec,yes,
searchDecisionInstances,POST,/decision-instances/search,happy-path,documented success response,yes,
searchDecisionInstances,POST,/decision-instances/search,401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
searchDecisionInstances,POST,/decision-instances/search,bad-request:additional-property,closed schema,yes,
searchDecisionInstances,POST,/decision-instances/search,bad-request:type-mismatch,"field=sort, type=array",yes,
searchDecisionInstances,POST,/decision-instances/search,pagination-sort:request-shape,sort array in body,yes,
searchDecisionInstances,POST,/decision-instances/search,pagination-sort:behaviour-assertion,"asserting result correctness, not just status",no,filter-field-semantics + sort-field-allowlist per entity
searchDecisionInstances,POST,/decision-instances/search,filter:request-shape,filter object in body,yes,
searchDecisionInstances,POST,/decision-instances/search,filter:behaviour-assertion,"asserting result correctness, not just status",no,filter-field-semantics + sort-field-allowlist per entity
searchDecisionInstances,POST,/decision-instances/search,403-forbidden,403 documented in spec,no,RBAC: permissions required per endpoint
searchDecisionInstances,POST,/decision-instances/search,eventual-consistency,search may lag behind writes,no,consistency window per entity (or eventually-consistent flag)
searchDecisionInstances,POST,/decision-instances/search,scale-large-n,"behaviour at 10K+ entities; pagination limits, timeout, ordering stability",no,scale thresholds + expected response time per entity
searchDecisionInstances,POST,/decision-instances/search,documented-500,response code 500 documented in spec,yes,
getDecisionInstance,GET,/decision-instances/{decisionEvaluationInstanceKey},happy-path,documented success response,yes,
getDecisionInstance,GET,/decision-instances/{decisionEvaluationInstanceKey},401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
